GeneID	285_D2	285_D5	285_D14	BM45_D2	BM45_D5	BM45_D14	DV10_D2	DV10_D5	DV10_D14	EC1118_D2	EC1118_D5	EC1118_D14	VIN13_D2	VIN13_D5	VIN13_D14	
YAL002W	320.863333	514.297000	407.360000	388.732333	563.026333	320.194000	340.152667	592.921000	402.028333	348.026000	427.109333	469.224000	346.217000	430.745333	384.616000	
YAL003W	6575.253333	6091.890000	10442.385000	6843.576667	6068.160000	12345.850000	6661.766667	8324.370000	9847.680000	7249.120000	5597.340000	8512.790000	7342.566667	6436.126667	10388.910000	
YAL005C	2094.086667	4755.866667	8977.560000	2326.166667	4795.493333	10992.100000	3795.046667	8323.856667	10864.883333	2510.263333	5368.950000	10035.490000	2892.653333	5580.593333	8968.856667	
YAL007C	2045.293333	524.872667	198.883000	2842.766667	762.175333	240.675500	1555.946667	903.141000	255.407667	2114.663333	649.656333	332.663667	2434.790000	511.197000	220.574000	
YAL008W	832.605333	857.095333	530.997500	904.171333	1016.668000	532.210000	1140.891667	1172.353667	799.764667	692.958667	804.424667	969.257333	722.826667	715.571667	718.518000	
YAL009W	443.087333	379.933333	73.781400	440.102000	356.874667	87.323000	403.807000	405.423333	107.132800	221.586333	309.329333	111.876767	282.410000	328.618000	74.627900	
YAL010C	446.305000	549.060667	86.883950	531.456000	637.171667	83.784000	349.334000	540.659000	63.171800	308.318333	382.171667	125.104633	277.675333	426.076667	92.484567	
YAL011W	144.920667	302.924333	239.624500	211.792333	442.325333	160.810500	197.114667	426.807667	264.473000	219.577667	378.912667	250.051000	180.301000	350.257667	231.287000	
YAL012W	6150.970000	5464.916667	4331.180000	8258.650000	6040.023333	6513.580000	5341.103333	3893.620000	2934.943333	7436.493333	3184.086667	1983.276667	6750.926667	3257.413333	3516.236667	
YAL013W	355.347000	878.198667	1121.800000	540.029333	1086.233333	821.471500	337.724333	952.476333	788.236333	456.606000	852.752333	710.507333	571.043667	858.385667	1060.210000	
YAL014C	813.812000	911.966000	1093.520000	1000.624333	1150.963667	1032.912500	511.230667	1326.797667	1048.653333	565.279000	981.039667	1049.744000	771.953000	959.529000	1502.566667	
YAL015C	152.973000	118.845000	65.887000	295.326000	207.235333	78.588650	307.017667	290.047667	92.985367	760.296000	222.707000	113.019333	210.849000	187.030233	78.308133	
YAL016C-B	117.866667	241.204333	281.500000	88.617067	239.242667	563.057500	148.627333	319.806000	288.076333	113.978967	249.684667	418.721000	170.747667	297.129333	225.806333	
YAL016W	1954.243333	2932.660000	4377.570000	2647.283333	3435.276667	5618.090000	2526.590000	4321.920000	4183.480000	2301.800000	3097.303333	3910.136667	2006.603333	3353.886667	5254.633333	
YAL017W	728.896000	2528.616667	4709.870000	1058.763333	3036.573333	6883.515000	909.036333	3530.700000	4723.776667	926.191333	2646.293333	4763.206667	753.387667	2992.886667	4770.800000	
YAL018C	8.480197	5.273640	7.959770	11.956050	3.145683	79.980300	9.452957	6.820271	8.625287	16.257580	2.854527	52.155633	18.424067	7.735220	21.956737	
YAL019W	278.455333	370.598333	256.643000	335.771333	574.750333	172.085500	420.505000	383.073000	250.179333	469.406333	394.332667	174.124000	498.504667	474.384333	194.775667	
YAL020C	234.811000	227.325000	206.382500	415.266000	416.401000	203.068500	218.475333	312.005000	157.414667	320.845667	259.592000	146.159333	302.229333	263.842667	188.792167	
YAL021C	398.739667	373.962000	138.056500	684.583667	576.654333	79.108850	368.784333	728.717333	165.561667	561.820333	529.779000	157.941000	504.069000	550.523333	151.339667	
YAL022C	895.729667	553.817000	239.214000	1283.110000	580.767333	172.759500	797.048000	787.929667	222.113667	796.851667	625.345000	341.675000	665.773333	570.466000	224.107333	
YAL023C	3157.240000	2394.773333	3298.455000	4144.600000	3103.513333	3231.415000	2669.153333	3578.073333	2882.533333	3317.030000	2924.410000	2526.623333	3980.226667	2536.630000	2671.650000	
YAL024C	225.197333	181.399333	38.362450	330.217000	234.931000	46.656400	223.141000	268.751333	45.674767	302.461333	180.914333	50.511233	305.719667	151.358467	39.180333	
YAL025C	273.645333	164.108667	40.084800	291.799333	199.686333	56.286450	241.133333	130.331867	45.168267	308.083667	110.998333	75.545367	452.896333	140.898467	63.907000	
YAL026C	634.844000	497.295000	266.134000	1125.323333	829.330000	342.547000	966.235000	889.935000	280.205000	936.045000	596.802667	375.548333	908.829333	603.899667	305.583000	
YAL027W	162.241667	266.990000	223.903000	191.389667	394.789667	256.798500	238.821667	461.863667	299.734000	187.477000	322.763333	401.078000	179.116333	282.032333	306.384000	
YAL028W	124.191567	664.378000	1433.030000	185.521000	917.101667	1145.515000	187.647667	752.520667	1005.111000	164.224000	656.179667	767.706000	178.072333	701.674667	987.029000	
YAL029C	959.276000	411.455000	178.700500	1148.303333	448.022667	168.445000	930.752000	597.908667	154.881333	922.130000	457.007667	221.753000	1212.570000	506.041667	170.361667	
YAL030W	1862.276667	1897.633333	1815.475000	2247.406667	2707.903333	1249.385000	1610.920000	3150.426667	1881.103333	1652.553333	2107.276667	1653.730000	1319.530000	2125.743333	1661.360000	
YAL031C	338.382000	1302.393333	635.849500	593.888667	1793.200000	511.372000	423.867000	1818.443333	618.423667	464.057667	1341.876667	547.701333	384.349667	1643.066667	761.886333	
YAL032C	257.634667	854.414667	358.029000	417.951000	1264.416667	408.611000	277.759333	970.913333	389.978000	303.631000	838.166667	409.323333	275.248333	947.563667	386.740667	
YAL033W	588.879667	242.689333	37.569300	663.229000	267.462667	53.088600	717.507667	355.335000	66.412733	532.009000	173.476667	93.963067	797.048333	312.594000	68.076267	
YAL034C	484.834667	2715.133333	5504.605000	777.743333	3674.243333	7435.690000	514.459333	4584.730000	6018.026667	561.416000	3076.353333	3762.040000	528.025000	3028.180000	5124.430000	
YAL034W-A	172.009333	124.105333	36.617350	197.170333	140.392000	34.200000	171.342667	179.109333	46.213000	224.265000	142.125667	77.845733	212.593667	126.185267	32.611533	
YAL035W	2539.396667	1670.356667	1259.830000	3057.336667	2232.916667	1198.295000	2899.710000	2476.933333	949.370000	3621.320000	1683.240000	1414.200000	3508.426667	1687.126667	1508.486667	
YAL036C	1259.500000	1148.213333	329.344000	1358.146667	1667.510000	249.001000	1183.353333	1277.630333	356.067333	1438.153333	1105.905333	326.676000	1579.790000	1268.352667	340.486667	
YAL037C-A	95.062967	126.186667	30.166500	147.985800	230.989333	42.768550	160.293733	114.953867	11.918257	144.395500	49.291367	43.048933	70.620333	61.832500	8.566747	
YAL037W	118.199000	134.775333	78.774850	152.929400	172.915333	64.261500	106.343967	143.212333	52.641467	124.973333	95.700233	68.231900	95.899300	77.613233	37.379433	
YAL038W	9038.493333	7811.510000	14230.600000	8902.886667	7523.500000	17763.300000	10344.016667	12541.166667	19602.133333	9832.230000	7888.960000	16595.466667	9073.696667	7872.706667	15269.866667	
YAL039C	599.195000	1658.420000	1674.580000	889.858667	2220.466667	2297.130000	553.685000	2178.946667	1195.496667	821.136333	1554.090000	1395.473333	824.750333	1436.676667	976.256333	
YAL040C	1200.473333	829.230667	411.026500	2842.823333	912.334000	233.565000	1463.460000	665.647000	197.172667	2032.376667	597.186333	161.352333	1701.496667	1249.903333	381.492000	
YAL041W	529.023000	1063.543333	318.729500	799.268667	1459.743333	205.194500	644.147667	1261.097000	262.443667	627.434667	1138.772000	257.418667	555.654333	1265.510000	282.574333	
YAL042W	1292.330000	813.112333	594.640500	1825.256667	1146.230667	660.968500	973.971000	1477.420000	675.280667	1288.623333	1008.852333	709.854000	1368.006667	1042.711333	734.261333	
YAL043C	334.525000	412.209333	309.592500	484.594667	535.533333	290.548000	301.556333	509.451333	237.070667	383.064333	377.594333	198.037667	412.187000	420.334333	259.578000	
YAL044C	4603.333333	2426.680000	4404.505000	5000.866667	3294.580000	3323.715000	4346.763333	3651.540000	2980.540000	5787.266667	2294.750000	3263.006667	4650.813333	3323.120000	4743.996667	
YAL044W-A	2543.593333	793.171000	184.312500	2137.146667	1093.864000	168.583000	1733.796667	1180.783667	224.349667	1103.300333	682.932333	291.821000	884.812000	788.069333	316.998000	
YAL046C	619.833333	403.604333	69.250650	842.269000	788.992333	68.946400	689.381333	979.274000	127.419500	715.917667	580.242667	177.271000	500.242333	557.452000	129.010933	
YAL047C	129.971333	179.386000	55.370600	178.190667	225.349000	40.678950	157.798667	237.247000	63.222500	164.581667	188.912333	87.166933	138.964667	223.863667	65.645100	
YAL048C	58.723167	123.264333	42.985050	100.308033	169.354333	42.068100	61.361800	168.716633	65.524067	61.136000	130.866000	63.553767	69.839500	145.306333	50.386900	
YAL049C	1792.603333	2121.183333	973.557000	2745.593333	3447.280000	2511.555000	1717.636667	3238.066667	1184.070000	1445.356667	2164.630000	1377.260000	1256.126667	2400.806667	1331.490000	
YAL051W	413.758000	1444.953333	1368.990000	606.081667	1971.920000	1748.965000	503.226333	1933.150000	1584.463333	469.475333	1376.943333	1475.690000	386.121000	1267.206667	1145.553333	
YAL053W	1430.236667	1864.226667	1548.635000	2320.636667	2910.560000	3286.685000	1244.289000	2651.360000	1887.030000	1265.680000	2124.386667	2206.716667	1013.572000	2060.453333	2197.783333	
YAL054C	419.805333	931.747333	2311.180000	422.207000	1327.046667	2964.585000	380.319667	1879.530000	3108.736667	400.245000	1798.700000	2080.000000	398.097667	1254.980000	2785.136667	
YAL055W	223.318667	345.478333	1555.575000	238.376000	478.310333	1954.720000	228.701333	546.368333	997.447333	209.446667	415.058333	1415.236667	209.895333	387.204000	1812.280000	
YAL056W	533.106333	1107.596667	1015.955000	849.541667	1548.053333	1106.089000	663.981000	1641.166667	1121.356667	598.551000	1226.803333	1025.487000	429.891333	1381.293333	1055.833000	
YAL058W	383.262000	249.856333	80.816650	517.969667	248.159000	64.089050	388.376333	427.652667	113.512367	403.718333	289.369333	102.624500	364.461667	284.756667	98.969500	
YAL059W	511.266000	474.926333	209.046000	479.918667	522.078333	119.505500	686.005333	668.992333	345.075333	540.839667	420.430667	285.458333	518.126000	547.099667	280.881333	
YAL060W	1240.040000	2633.266667	7060.335000	1847.830000	3667.136667	9747.815000	1259.376667	2230.076667	1976.320000	1118.442667	1532.766667	2125.360000	1119.553333	1942.036667	3252.450000	
YAL061W	215.955000	1442.820000	5094.840000	492.303333	3922.463333	8760.425000	314.461667	2060.260000	1453.810000	287.780000	1272.773333	1386.510000	143.315000	1122.407667	1270.163333	
YAL062W	332.938000	208.445333	581.832500	493.093333	297.488667	636.442000	233.310000	327.206333	502.761667	246.878667	212.237667	319.757333	196.738000	126.642333	367.941000	
YAL063C	146.524000	266.284333	529.985500	131.846667	183.047667	642.032500	182.556333	340.212000	428.734000	163.404333	316.085333	707.147333	132.758667	176.428667	318.633000	
YAL063C-A	8.401133	6.556169	8.929695	4.915523	2.835033	28.092350	5.143197	14.091770	4.805913	4.115200	5.146113	8.103853	3.647560	3.258625	7.556667	
YAL064C-A	0.486499	1.117846	1.674409	1.730446	0.477958	3.770582	0.498988	1.494358	3.039303	1.490018	1.379904	1.296222	0.898345	1.592821	4.184604	
YAL064W	3.942749	4.037510	9.938615	7.104073	2.496177	24.888850	5.169113	1.577888	3.351732	5.591940	1.194517	11.933573	5.142637	2.343319	6.747293	
YAL064W-B	10.250733	11.614803	13.193200	17.842967	9.563053	59.466000	18.854867	23.820500	57.681067	22.547333	22.144133	83.535167	21.698500	9.841480	33.833133	
YAL065C	1.744920	3.477740	3.215160	0.463482	2.958258	3.856588	100.689467	36.380300	102.084100	61.594500	50.442833	124.303000	45.714333	19.441000	47.406533	
YAL067C	3.385103	1.887993	5.448055	2.636327	3.401592	6.537800	1410.378667	310.675667	226.265333	1223.485333	154.577000	150.414000	75.635233	39.575833	32.223167	
YAL067W-A	22.072633	18.227567	22.999300	10.623343	7.509907	24.215800	14.726133	10.230890	17.239933	13.250953	8.644230	60.310467	36.320300	16.514500	19.707767	
YAL068C	822.428667	552.524000	1403.675000	1233.490000	973.128333	746.841500	375.888000	803.568000	1418.710000	437.264000	648.124667	805.877333	557.368667	925.058667	840.783000	
YAR002C-A	3948.670000	951.190333	477.645500	4328.123333	1585.287333	492.881000	2924.443333	1572.626667	626.430000	2975.080000	1089.250000	697.199333	3011.316667	1046.872000	672.691000	
YAR002W	796.438000	1047.262667	656.841500	1044.612667	1345.082667	787.781000	650.240667	1228.546667	703.620667	723.401000	1007.743667	878.122667	733.954333	1029.973000	632.330667	
YAR003W	430.614000	423.102667	255.548000	681.007333	550.392000	405.621500	406.447000	556.054333	403.509333	425.656333	439.209000	379.025667	482.942667	402.734333	453.368667	
YAR007C	932.050333	1078.783333	1005.030000	1346.676667	1659.150000	1916.495000	865.483000	1318.100667	968.014333	1170.390000	1067.163000	1206.336667	1134.016667	1165.270000	1104.450000	
YAR008W	828.358667	855.584667	777.786000	1018.101667	1008.424667	1241.050000	837.746667	1082.746333	824.953667	895.142333	809.211333	1173.663333	888.561667	755.118333	1089.206000	
YAR009C	36.297700	13.018440	18.140650	0.482978	4.016777	0.345506	24.250100	61.317333	25.710767	138.227667	49.261000	14.620300	29.342333	79.467767	9.278970	
YAR010C	57.953333	34.991833	61.394500	0.166825	1.382634	1.912907	191.581367	267.209000	231.059000	431.644667	209.249333	363.940000	270.718333	205.375667	222.258667	
YAR014C	749.223333	1159.840000	599.196500	1125.993333	1432.383333	375.994000	830.856667	1267.453333	525.923000	1023.306000	990.667000	605.614333	896.150000	1194.539667	616.400667	
YAR015W	4236.650000	3790.890000	4650.650000	3770.500000	4075.886667	2910.440000	4434.030000	3649.370000	1476.046667	4111.483333	2544.073333	1686.266667	4664.626667	4065.893333	4266.456667	
YAR018C	134.377333	48.244033	12.950700	328.746333	68.628033	50.055200	136.170667	87.436667	21.261833	167.143000	63.382267	43.832333	247.605667	71.034400	23.946067	
YAR019C	405.531000	1119.333333	515.306500	572.703333	1526.943333	484.363500	508.968333	1256.069000	380.515333	360.007333	972.243000	465.582333	346.290000	1190.519333	372.532333	
YAR020C	49.688433	89.899300	378.668500	147.259000	231.891333	190.578000	86.085233	257.199333	1259.616667	139.085667	266.485333	341.707667	84.637767	237.636333	323.457033	
YAR023C	59.713167	255.120000	259.955500	75.970033	317.260667	335.485000	86.548367	292.577667	184.691333	87.860300	224.913667	271.153000	104.628733	265.044333	226.539000	
YAR027W	486.813333	422.341333	296.040000	422.772333	341.630667	222.320000	1001.182333	810.294667	392.727333	612.603000	625.565000	397.429000	604.716000	933.454667	443.119000	
YAR028W	571.015667	565.616667	223.718500	956.606000	1055.267333	326.878500	41.472833	150.514000	42.875800	42.450767	124.109333	45.475333	35.169667	121.051767	41.572767	
YAR029W	110.503000	388.405000	173.272500	183.288667	668.367000	112.159950	117.526233	553.698333	248.891667	108.842967	422.742333	244.511333	79.969333	420.427667	140.396667	
YAR031W	218.388667	76.468733	21.487500	191.650667	99.261833	32.002200	74.732900	39.637033	6.817735	48.542533	27.582767	23.915833	52.895167	27.816200	11.578883	
YAR033W	192.793500	127.073083	14.480557	220.995883	168.212467	23.526075	106.696967	100.914150	16.310158	88.115100	92.581333	34.080822	102.062900	134.623183	21.966608	
YAR035C-A	6.926503	5.485620	13.689300	13.021477	6.060483	37.441300	10.745733	2.868230	6.603003	9.551547	1.950494	21.949267	11.062410	1.339106	10.853577	
YAR035W	67.967467	21.284167	62.759450	119.437167	55.793867	133.253500	48.269767	46.313667	67.436367	91.045633	39.251200	54.528300	96.097500	30.775033	49.519333	
YAR042W	405.476667	520.228667	365.787500	470.578000	524.727333	513.780000	357.688333	560.786667	578.190667	472.645000	505.896000	561.805667	512.544333	468.908000	356.135667	
YAR050W	46.031900	96.511267	207.310500	45.499267	84.673067	203.055500	45.222700	153.985000	158.580667	54.314267	166.672000	212.913667	31.600433	89.604000	79.122100	
YAR064W	35.476867	32.633100	42.986150	31.331267	29.903733	203.002500	28.468500	14.748800	18.524767	35.117633	16.137967	97.588533	60.718733	24.121967	46.372367	
YAR066W	14.111603	15.613900	28.033650	33.088400	19.314600	70.904000	7.921827	11.846700	8.721067	14.499300	9.452443	43.749667	20.893367	22.968033	31.903833	
YAR068W	650.712000	54.566267	133.991000	1556.470000	105.360867	162.169500	328.989333	92.436200	81.256933	460.110000	55.700000	105.674000	492.590333	61.582600	125.412000	
YAR071W	931.562000	1192.123333	853.220000	1081.625667	1207.442333	553.553000	530.500333	991.522333	611.456000	559.022333	835.961000	713.020667	727.475667	943.839000	717.557667	
YAR073W	172.016333	22.348233	108.580250	577.691000	57.611500	180.583500	270.059667	82.175433	120.667333	546.973000	64.761033	354.739333	391.592667	26.405900	109.285367	
YAR075W	1124.851129	182.022913	180.862707	1464.316728	317.250121	263.712400	1340.509287	385.167533	201.636852	2099.579342	312.877812	459.699914	1694.735182	205.485958	209.287006	
YBL001C	1891.290000	1124.093333	1211.030000	1919.993333	1446.730000	970.838500	2373.456667	1864.320000	1262.830000	2119.016667	1198.233333	1655.190000	1781.946667	1216.610000	1088.053000	
YBL002W	4590.800000	1555.620000	1392.115000	3120.083333	1682.576667	1371.620000	4133.670000	2964.823333	1861.110000	3871.320000	2345.953333	1969.573333	4466.173333	1765.733333	1525.850000	
YBL003C	5365.241667	2643.987500	2388.942500	3774.660000	2586.254167	2567.515000	6012.501667	4403.115000	4050.536667	5025.771667	3172.360000	4651.671667	5858.290000	3444.246667	2361.739500	
YBL004W	876.566000	823.469333	756.902500	907.821000	1055.098000	758.000500	1302.952000	1186.540667	680.985333	1425.983333	688.525333	818.716667	1189.150000	734.106667	561.159667	
YBL005W	141.448333	216.265000	185.936500	151.518000	197.651667	222.044500	103.521433	284.436000	221.595333	112.153567	242.111333	215.854333	122.094333	206.267000	219.888667	
YBL005W-A	16.459330	20.265233	53.313550	23.025033	18.837967	46.893350	18.931847	20.218510	18.656333	32.830467	25.391000	56.452500	34.587867	35.061400	35.524433	
YBL006C	751.349000	1174.280000	456.965000	580.633000	1240.416667	698.737500	644.779333	1343.203333	656.793000	541.121667	1049.890000	769.743000	512.663333	1178.390000	515.718667	
YBL007C	1316.323333	1735.650000	2370.095000	1574.756667	1901.073333	1959.995000	1158.953333	2363.430000	1807.556667	1335.793333	1778.560000	1593.830000	1448.376667	1735.273333	1783.140000	
YBL008W	512.707000	707.502667	260.235000	503.592000	732.898333	252.755500	523.104333	865.366667	285.952667	545.321667	594.889000	416.839333	545.725000	627.799333	326.037667	
YBL008W-A	14.681367	12.825483	22.569500	23.111067	13.996077	140.599000	23.596233	10.617950	13.747033	20.611433	11.160377	92.212400	32.679500	11.196167	39.679423	
YBL009W	324.220667	321.039000	197.401500	404.381667	358.358000	219.621000	239.595333	341.597333	180.645000	387.285333	332.333333	187.601667	501.377000	309.223333	176.651333	
YBL010C	340.324667	487.494333	252.199000	321.754000	407.570333	259.695500	299.187667	544.232000	418.360000	341.246000	482.481333	459.249333	443.958667	398.891333	414.301000	
YBL011W	553.937333	903.094667	1598.310000	641.611333	1197.185667	1903.780000	623.315333	1451.863333	1555.073333	681.986000	1228.123333	1560.543333	561.328667	955.180333	1276.556667	
YBL013W	3.380583	7.933203	9.145370	11.228227	22.240400	14.787850	13.152663	42.114500	18.451967	17.027900	21.131100	14.106410	17.565267	22.565450	11.794556	
YBL014C	290.207333	369.948333	317.640000	291.073667	413.703000	284.207500	298.752000	412.361000	289.192000	326.294667	355.179000	277.622000	411.938333	356.839000	347.823667	
YBL015W	288.122333	1040.156667	2171.565000	467.372667	1696.003333	1923.050000	632.827333	2801.836667	2300.696667	758.149333	1695.896667	1731.393333	779.593333	1472.450000	2293.093333	
YBL016W	66.180500	115.467667	139.694000	16.890320	58.866900	103.863000	22.557567	79.202667	75.661733	21.727533	63.437833	112.924667	64.081600	144.655000	111.171333	
YBL017C	1338.376667	1607.953333	2519.540000	1369.100000	1826.730000	2283.010000	1566.343333	2391.850000	2582.746667	1517.016667	1755.910000	2652.273333	1555.686667	1787.886667	2645.806667	
YBL018C	1398.270000	938.681333	426.615000	892.345667	808.005000	539.103000	1741.726667	902.399667	409.724000	940.291000	576.418000	836.979000	1488.916667	782.508667	388.060667	
YBL019W	143.499333	281.578333	222.486500	193.563667	370.777667	239.550500	178.499333	429.238667	186.019333	196.109667	295.536667	185.889000	170.228333	383.955667	218.480333	
YBL020W	994.698667	998.656333	1011.230000	1126.970000	1192.386667	1057.840000	798.335000	1244.374000	1241.826667	874.792667	1043.568000	961.223000	890.712333	966.791667	1160.143333	
YBL021C	230.482667	434.188000	289.037000	176.044000	445.758333	227.663000	253.185667	540.628333	332.189333	235.228667	425.501667	386.892667	216.391000	433.936000	371.801333	
YBL022C	703.506667	1198.606667	1729.035000	951.369667	1719.930000	2094.315000	1016.197333	2272.880000	2051.496667	1372.856667	1530.146667	1584.816667	1091.520000	1421.733333	2000.806667	
YBL023C	404.693000	422.616000	379.142500	442.774667	401.367667	548.793500	418.878333	526.490333	251.204000	402.486000	356.347000	360.994667	426.323333	355.316000	459.405000	
YBL024W	598.607667	370.865000	112.453500	583.199667	416.120333	154.698500	658.786667	540.854333	157.085667	804.186333	380.818000	233.389667	995.222333	378.446667	153.875667	
YBL025W	161.081667	395.484333	226.334500	196.653000	439.253667	225.194000	174.376333	551.289000	248.986333	191.541000	393.358333	255.925000	180.026667	478.527667	286.095000	
YBL026W	2872.826667	1433.263333	1553.795000	2547.056667	1830.270000	1705.875000	3380.310000	1922.660000	1462.483333	2692.980000	1207.070000	1834.553333	2687.016667	1462.450000	1432.303333	
YBL027W	6729.503333	2920.063333	1459.610000	5446.000000	3228.140000	721.920500	6589.173333	3538.953333	2434.286667	6155.600000	2843.180000	1698.833333	6157.856667	3280.323333	1536.540000	
YBL028C	1013.093000	675.984000	518.674500	896.949333	860.578667	587.632000	1268.466667	910.444333	701.513333	1217.523333	538.816000	840.236667	1136.602667	743.465333	508.363667	
YBL029C-A	701.861333	2135.116667	2163.165000	504.251000	1829.906667	1876.655000	1114.289333	3848.886667	3975.140000	537.194000	3219.416667	4553.176667	387.884667	2567.190000	3331.433333	
YBL029W	1374.306667	1412.693333	3402.550000	966.845333	603.504000	3815.025000	1575.926667	2993.360000	4355.390000	1717.523333	2571.663333	7232.820000	1605.223333	2724.600000	5956.816667	
YBL030C	2580.173333	1779.820000	1934.365000	2868.813333	2291.720000	3085.830000	3062.173333	3934.473333	2295.650000	3643.640000	2409.830000	2777.253333	3346.100000	2048.136667	2077.266667	
YBL031W	132.110000	71.657967	30.916250	145.540667	75.979200	48.385950	101.595233	103.744967	51.436167	182.437667	96.741967	67.065333	203.165333	86.441800	39.730867	
YBL032W	235.963000	571.294667	728.595500	403.935667	708.720333	468.466500	314.837667	924.891000	768.937000	491.975333	761.799667	575.979667	501.951000	665.460667	759.689333	
YBL033C	993.744000	2122.553333	2401.865000	1044.276667	2457.306667	3402.090000	899.942333	2963.613333	3086.390000	1028.897667	2205.260000	2860.506667	824.600000	2117.266667	2310.160000	
YBL034C	543.125333	418.654000	164.838000	536.692000	431.964000	190.289500	518.114000	558.692000	168.161000	501.055000	423.713333	212.969333	653.258000	325.279333	146.990333	
YBL035C	748.665000	448.106667	80.843900	609.468667	342.428000	61.900200	761.930667	438.366333	92.108933	937.719667	344.451000	137.539000	1052.793333	354.258333	97.053367	
YBL036C	1209.083333	1133.480000	1870.235000	1065.253333	1243.816667	1907.480000	1230.403333	1632.380000	1938.413333	1176.080000	1252.406667	2122.690000	1217.673333	1260.516667	2008.336667	
YBL037W	146.020333	223.172333	104.462000	188.359000	263.116667	134.525000	193.081333	317.737333	109.300667	286.091333	219.209667	185.825667	290.206333	201.951667	100.129367	
YBL038W	982.100667	2030.090000	2804.245000	804.317333	2090.493333	4762.990000	1540.723333	2467.353333	3280.690000	1176.726333	1791.993333	4469.596667	1297.966667	2310.590000	3515.010000	
YBL039C	1014.094667	494.878667	151.457500	900.762333	587.891333	158.088000	907.622333	361.196667	100.546267	1124.416667	284.860000	156.273000	1270.253333	434.615667	161.983333	
YBL039W-A	490.351000	740.885000	421.473500	448.570667	668.544000	376.683500	597.748667	1251.222333	449.601000	459.462667	797.875000	733.382667	354.173333	919.349333	513.591667	
YBL040C	1678.990000	870.397667	894.186500	1588.570000	972.680000	1087.090000	2025.533333	1137.092000	853.349667	1598.293333	899.155667	1098.447333	1657.300000	1045.605000	869.028333	
YBL041W	2172.443333	2040.913333	1574.800000	2009.423333	2428.846667	1869.490000	2586.256667	3499.000000	2337.263333	2506.996667	2228.513333	2689.330000	1975.656667	2598.616667	2834.210000	
YBL042C	1406.561333	412.691000	98.789500	1308.180000	312.841333	121.563500	1074.526667	276.535000	77.145467	1417.920000	322.646333	91.833900	461.865667	588.697333	85.830900	
YBL043W	617.607667	2202.280000	471.805000	647.959000	1236.585333	436.048000	610.585333	1811.606667	415.747000	678.004333	1771.506667	570.196333	171.950333	2978.906667	1060.940667	
YBL044W	19.722667	14.228700	15.283000	22.373467	16.650633	36.704100	11.201173	9.451963	5.476524	6.845683	12.283180	25.324367	9.177573	4.102283	8.250983	
YBL045C	1712.180000	2530.720000	3390.300000	1576.853333	3153.123333	4587.400000	2074.330000	4405.836667	3294.733333	2385.283333	3231.660000	3206.966667	2013.433333	3176.910000	3979.796667	
YBL046W	252.633333	344.087000	354.820000	279.314000	413.119667	581.250500	317.736333	529.804000	369.384000	375.688333	392.360667	674.096333	311.638333	343.034333	470.314000	
YBL047C	1631.143333	2212.390000	2441.125000	1884.026667	2599.526667	2018.975000	1731.350000	3335.093333	2121.253333	1709.996667	2192.910000	1632.740000	1577.626667	2426.630000	2432.440000	
YBL049W	2128.236667	2426.656667	4013.615000	1593.606667	2423.826667	5416.725000	1501.093333	2650.583333	3190.090000	1117.816667	2243.853333	2530.276667	776.527333	2462.480000	3945.013333	
YBL050W	1361.013333	2629.570000	3906.550000	1441.066667	2815.080000	6315.550000	1804.206667	3623.133333	3788.746667	1561.653333	2328.780000	4368.026667	1289.150000	2686.063333	4314.333333	
YBL051C	229.746333	455.504000	945.739500	255.717333	608.488000	420.135000	339.923667	715.601000	709.730000	352.916000	661.825000	331.642667	424.532667	685.581333	821.182333	
YBL052C	165.179667	204.857667	152.351000	200.487000	340.349667	109.444500	210.493333	333.850333	173.662667	257.872333	274.169000	153.758667	255.360333	285.646667	142.475567	
YBL054W	385.199667	991.902000	778.103000	511.517000	1387.620000	865.889500	300.149667	1027.145667	761.253667	446.328000	884.722333	553.440000	408.334667	1088.376333	817.019000	
YBL055C	453.710000	485.174000	205.176500	335.773333	431.197000	124.817000	406.356667	536.550667	182.060333	397.977333	434.989667	143.887000	431.704000	624.268000	184.888333	
YBL056W	1206.460000	1492.840000	1869.005000	1331.766667	1538.026667	1909.585000	1221.696667	1953.470000	1650.843333	1249.413333	1386.463333	1653.110000	1186.396667	1589.936667	2013.930000	
YBL057C	1416.276667	724.668667	322.398000	1051.714333	703.418667	219.387000	1015.508667	1044.274667	452.118000	884.779667	685.117000	402.850333	1076.760000	864.282333	470.609000	
YBL058W	1160.601667	2166.746667	2637.735000	1416.243333	2996.393333	2901.215000	1071.090000	3008.330000	2748.856667	982.744333	2148.470000	2597.996667	1128.260000	2529.556667	3516.346667	
YBL059C-A	899.512000	875.695667	987.732000	551.086667	1069.181667	1300.110000	1180.259000	1357.280333	1067.380000	893.432667	920.289667	1210.860000	903.007333	1030.719667	1067.994667	
YBL059W	314.524000	264.311667	80.984950	220.681667	336.565000	84.539750	275.538333	378.528667	99.974333	280.644333	237.240000	134.792667	291.221000	270.783333	120.519100	
YBL060W	182.482333	532.778000	891.849000	166.853000	614.182667	1134.615000	189.660667	691.342667	1200.783333	177.540000	628.102000	1287.133333	128.553000	434.212000	772.814333	
YBL061C	711.060667	984.167333	840.287000	1005.834000	1576.496667	1052.545000	1103.873333	1446.263333	730.527667	1271.833333	1062.278000	736.790000	868.887667	1248.676333	674.185000	
