GeneID	285_D2	285_D5	285_D14	BM45_D2	BM45_D5	BM45_D14	DV10_D2	DV10_D5	DV10_D14	EC1118_D2	EC1118_D5	EC1118_D14	VIN13_D2	VIN13_D5	VIN13_D14	
SPAC1002.01	3.256315	6.964953	3.191585	14.584333	4.620984	1.875171	13.605400	10.053210	8.895813	9.875513	12.110473	8.291397	9.887597	9.246797	2.480213	
SPAC1002.02	5.174720	3.672984	0.579564	3.127956	2.482644	1.467900	1.163958	7.054087	5.772556	1.737568	4.392517	0.990760	3.057180	3.021285	1.301265	
SPAC1002.03c	1.613696	0.346478	0.813937	0.640164	2.430819	0.930523	0.457408	0.707514	3.134847	3.327536	0.627222	4.637083	2.488523	1.211670	0.739309	
SPAC1002.04c	1.398510	2.265330	1.477669	4.159967	4.003378	4.456373	0.868798	2.853317	4.778663	1.634492	2.796080	2.518360	2.454803	1.944869	1.770108	
SPAC1002.05c	0.680808	2.216190	5.978370	3.271152	1.703740	4.962960	0.686542	2.678817	6.229200	4.967600	3.403273	2.291447	0.569415	3.602053	2.277931	
SPAC1002.06c	5.787800	3.094786	6.087775	5.940107	6.742923	2.568910	2.344814	11.398577	7.993403	4.012288	7.400090	7.327843	7.990143	5.857733	5.600653	
SPAC1002.07c	4.270523	2.521561	3.286010	5.856030	2.858325	4.308500	3.935154	5.078666	2.379997	4.942773	3.463101	3.650572	2.776502	3.543947	6.165050	
SPAC1002.08c	0.592835	0.510538	0.585678	0.806911	0.669635	2.472283	3.775390	1.085639	1.158083	0.843298	1.310648	3.010943	0.738276	1.384250	0.974768	
SPAC1002.09c	7.054363	2.960156	2.742940	5.344540	6.233733	0.784616	2.480423	10.572973	8.255677	6.755327	4.748550	6.564093	5.113643	3.905078	4.077440	
SPAC1002.10c	2.005506	1.189650	2.899865	2.461836	1.728328	6.983005	0.680598	2.545509	2.155628	2.993897	1.309509	0.725798	1.882950	4.114236	4.501016	
SPAC1002.11	0.612340	0.354791	0.566605	1.928416	0.863525	2.272655	0.669662	3.018310	0.780761	3.906189	0.995103	3.104673	1.954675	1.123923	2.485971	
SPAC1002.12c	1.711657	2.523578	3.927625	2.287610	3.270293	5.628705	2.142719	2.415502	2.357570	3.612404	2.359920	4.122337	1.079612	1.367593	3.483192	
SPAC1002.13c	2.392643	3.045577	6.791310	6.699003	3.230967	5.916735	2.624127	2.465905	0.743499	2.286993	2.183412	6.417150	0.764274	1.915420	5.857970	
SPAC1002.14	1.819521	2.042995	4.935375	3.315677	2.956653	7.770680	3.526310	5.596013	5.124760	4.029980	3.016260	3.772814	1.844532	6.351163	3.494840	
SPAC1002.15c	4.060027	0.482229	0.615255	5.738910	2.051639	5.788455	0.183486	2.487960	1.599008	2.178348	1.852314	2.304130	3.373563	2.153503	5.633767	
SPAC1002.16c	4.633247	3.215683	3.041958	6.758279	1.784263	4.536445	3.539920	8.134297	4.202903	5.671500	4.936857	4.766237	9.089843	6.497373	5.283533	
SPAC1002.17c	2.973580	6.766257	13.177300	8.623657	9.422703	8.856720	6.938517	10.407303	8.917418	6.948770	9.422943	12.960017	3.950037	7.480977	11.709823	
SPAC1002.18	0.993406	1.006635	3.938945	4.121422	4.171693	4.428257	0.512843	5.639887	0.667805	0.512897	2.859783	3.363333	1.108102	3.951727	1.090500	
SPAC1002.19	1.389189	2.936611	4.691120	5.219983	6.095363	10.607470	5.588907	8.631263	5.127717	5.470387	0.774483	5.596973	3.503548	7.647923	2.790330	
SPAC1002.20	0.101254	2.822826	0.993717	0.683564	0.716407	1.589813	1.771219	2.694376	1.603101	0.772911	0.609998	3.801905	1.183116	2.589129	0.519689	
SPAC1002.21	2.280910	1.247962	1.831870	0.358577	0.927431	6.821725	2.171493	1.527983	2.788883	1.673693	0.525665	7.570627	1.060723	1.259354	2.555533	
SPAC1006.01	1.084974	0.796077	6.441922	1.890511	5.491577	1.123564	1.715113	1.289615	2.549647	2.838527	1.492603	2.580513	0.983665	2.933387	0.970791	
SPAC1006.02	1.949394	3.412293	3.438900	3.024690	3.790077	4.493673	2.343707	1.210714	1.134061	2.207332	3.369270	4.379499	4.733270	5.107480	3.641123	
SPAC1006.03c	4.922760	5.623170	6.834265	3.199763	5.643450	4.641550	2.267773	3.934810	7.564397	5.343162	2.324527	3.870876	2.353459	4.671667	2.066502	
SPAC1006.04c	3.005313	1.112444	1.069761	0.821276	2.346630	4.673075	3.731910	1.790055	5.261515	4.107010	1.057403	2.269586	1.615675	2.474857	3.101381	
SPAC1006.05c	1.544467	0.952405	7.156140	4.902888	8.073793	1.311645	2.898670	9.839560	3.507803	2.812475	4.801347	8.987910	1.332942	4.867153	4.651617	
SPAC1006.06	1.611687	1.822324	0.641715	2.297808	4.063140	7.969720	0.697388	1.516272	1.565896	4.104047	2.391906	4.419272	1.457046	2.971544	0.997889	
SPAC1006.07	7.915763	5.900623	11.759250	11.440637	5.887207	6.278240	5.802273	15.959633	7.036660	7.915660	8.977417	9.966560	15.185567	10.968660	5.234187	
SPAC1006.08	3.002788	0.325700	2.865609	4.049782	2.998061	1.709351	1.243753	4.296047	1.501552	2.343313	1.980468	2.551279	0.824592	1.336864	1.658367	
SPAC1006.09	2.711806	2.571200	6.498420	2.941330	4.351053	7.006915	1.161902	3.849530	3.324720	4.550357	3.086789	4.945364	5.797103	3.067160	7.249567	
SPAC1039.01	1.979239	5.165367	8.935465	2.792934	4.443867	2.548405	2.274380	9.480003	3.903052	9.106987	1.415803	2.441881	3.570173	5.827461	4.536910	
SPAC1039.02	3.121683	2.442677	1.510799	0.966583	2.043551	7.820595	2.239711	1.326288	1.168902	2.297173	2.694621	3.657963	2.356360	2.112820	2.323039	
SPAC1039.03	4.248823	1.853518	1.281178	3.462881	3.824524	3.612665	3.245585	4.196888	1.665702	1.186060	5.042998	5.486894	0.852323	4.884613	2.058114	
SPAC1039.04	3.009360	4.699236	11.393315	3.448672	2.348570	3.251108	2.248367	5.365231	4.798307	5.069623	2.087148	5.044620	5.265707	4.371695	0.691366	
SPAC1039.05c	0.993059	1.716712	3.624728	1.660482	1.509241	0.761173	2.145930	1.880541	3.765923	3.180080	4.307613	4.090338	1.732370	3.735355	1.498633	
SPAC1039.06	3.819490	6.802603	0.739326	2.349427	2.395330	9.967505	3.734424	7.553543	5.871440	1.902432	7.219437	4.759380	4.686249	6.195703	0.438673	
SPAC1039.07c	7.428803	7.090003	10.801650	7.218837	6.389247	9.157665	6.173620	24.392867	14.631267	3.723583	14.032903	13.482377	3.111273	8.175353	7.519570	
SPAC1039.08	2.842057	3.083280	5.839295	1.904212	3.172463	9.419520	3.390226	8.087557	3.167230	1.527047	5.357960	2.994617	1.695404	2.074639	3.752490	
SPAC1039.09	2.835288	0.440260	2.052719	1.569702	0.969464	9.026620	3.599109	9.662127	3.234346	3.173013	2.171313	1.756213	1.574169	6.599410	0.581217	
SPAC1039.10	2.932181	0.899271	3.788850	4.695610	6.777840	8.399040	3.709188	3.944194	1.944045	6.102407	5.829913	4.246680	4.116991	9.137763	4.179589	
SPAC1039.11c	1.384290	4.704073	0.681692	3.403183	1.319576	1.164870	2.157356	6.130948	3.456256	1.278586	0.967131	3.301940	2.534480	5.584413	3.336600	
SPAC105.01c	1.224976	6.133743	4.145705	5.670627	1.819708	9.618150	4.476143	8.218493	2.852473	4.592847	2.988928	4.456241	5.484714	2.055618	1.687948	
SPAC105.02c	1.707000	0.974264	1.337760	2.347037	1.682633	2.019580	4.465672	0.754384	1.060473	2.159067	1.371257	1.493086	1.183802	1.250111	1.895807	
SPAC105.03c	1.959646	2.367000	0.700453	3.061177	5.742753	0.542508	4.590004	6.220350	3.120947	3.394907	2.741484	3.268881	4.505403	5.269643	4.678160	
SPAC1071.01c	2.582940	2.653625	5.402195	4.678520	4.321212	7.807545	3.034340	3.527852	1.891845	2.575410	3.558545	1.291033	3.857377	6.858777	2.357405	
SPAC1071.02	0.314086	0.771409	3.090865	1.462095	4.380983	2.440298	2.248626	0.535809	1.009141	0.809349	0.796322	2.889314	0.497048	0.812758	2.487875	
SPAC1071.03c	1.750561	3.475830	2.058196	0.484721	3.290543	6.765665	3.521796	6.590497	0.330296	2.308026	2.557407	0.868843	1.671167	2.796899	3.599106	
SPAC1071.04c	4.780343	2.271822	2.481102	4.614180	3.494467	10.023745	2.542013	5.079920	2.686309	3.011820	5.198373	3.701009	3.394470	3.427043	4.529273	
SPAC1071.05	2.637696	1.692459	3.586240	3.844459	4.405390	1.380240	1.106541	3.813126	2.404301	1.377872	1.532158	3.273780	0.357419	2.923209	9.254130	
SPAC1071.06	3.877154	2.599163	1.929735	6.781277	2.843339	7.085692	4.578420	6.172850	1.532373	5.250227	5.738907	7.178923	1.665530	9.642627	7.453630	
SPAC1071.07c	1.511342	1.143217	1.945959	3.550048	1.831572	7.768775	5.483020	6.504363	2.534011	4.774233	2.845497	6.189051	3.500228	3.882777	3.792230	
SPAC1071.08	4.186993	2.253898	2.541763	8.422833	5.212437	3.984075	2.673397	4.998167	1.284342	6.899427	2.302407	6.071110	3.789080	5.622283	3.646871	
SPAC1071.09c	2.290409	2.107565	3.230968	4.752683	3.544895	2.624907	1.447592	2.733982	3.061917	1.545553	2.542947	4.159392	1.101417	5.733533	3.554657	
SPAC1071.10c	9.239620	1.282147	4.303340	7.773123	2.939684	9.500445	8.515710	12.048063	19.665300	10.760427	1.017973	9.611410	3.724030	5.891147	5.568257	
SPAC1071.11	5.095361	2.479253	4.149465	6.650367	5.348827	3.252030	2.977070	9.591297	3.706247	3.906293	3.725057	6.264647	5.536590	3.098047	8.161777	
SPAC1071.12c	0.345996	0.624651	0.299229	2.048340	3.605637	2.990425	0.237957	1.281489	0.426571	0.490736	1.829646	0.328230	0.233396	1.027552	2.624263	
SPAC1093.01	1.134541	1.298249	1.963938	3.463910	4.590700	7.236895	0.557708	3.799207	5.035250	1.046733	1.313526	6.209579	3.959823	3.027718	1.482491	
SPAC1093.02	5.530253	6.152120	2.341156	7.056503	7.248593	7.596201	5.051703	9.631176	6.039580	5.266220	4.556483	6.126943	6.572560	6.292504	2.480228	
SPAC1093.03	1.671683	0.184174	3.929366	2.209612	1.580738	2.508659	0.837893	3.520012	2.785541	1.102846	1.534543	0.796629	1.421786	0.999149	0.295416	
SPAC1093.04c	2.645755	1.834575	4.052255	3.644431	1.839624	6.157695	2.679467	4.270257	2.217002	4.663861	0.494574	1.253979	1.660927	4.561613	5.989360	
SPAC1093.05	3.968143	2.920840	0.570635	5.232913	5.450513	4.657360	1.555417	3.213980	7.225777	11.312527	4.585147	6.459774	2.722822	3.239067	3.509577	
SPAC1093.06c	1.601817	2.870493	4.188528	1.335219	2.588644	5.089395	2.167001	5.602660	4.775523	1.910843	1.183639	11.329273	2.159300	3.827743	4.463290	
SPAC10F6.01c	5.003950	0.638347	6.692520	7.971830	4.827072	6.800055	4.970573	3.141784	1.146970	1.423430	2.631532	6.274073	2.925827	8.041530	1.924953	
SPAC10F6.02c	1.533059	0.483125	0.874071	2.458437	3.580344	4.328979	0.318134	0.572052	3.368332	0.473035	0.766178	0.725192	1.778958	0.517606	1.237061	
SPAC10F6.03c	4.200379	3.019033	6.786640	7.939820	2.474337	6.988795	3.724573	8.735350	3.632161	8.094013	3.280737	3.773476	4.766547	3.534203	5.322642	
SPAC10F6.04	1.732000	3.296916	7.381215	4.666092	4.475167	6.575820	6.901593	8.452963	7.863560	3.543626	5.555267	8.306193	4.942270	4.803887	8.938090	
SPAC10F6.05c	2.049193	1.744103	9.071690	2.526647	3.443987	8.347160	2.346984	3.713167	9.052627	6.517347	8.523923	6.173330	2.644209	4.774310	6.608303	
SPAC10F6.06	6.269113	10.892863	12.230550	12.548207	12.142780	12.510950	4.746003	17.656233	13.747657	11.640133	15.478833	4.764707	7.011873	14.322493	11.410140	
SPAC10F6.07c	1.361271	1.719686	6.692230	3.646723	3.718393	0.629358	4.166148	6.176030	1.264493	4.036810	2.801730	7.191853	2.152342	4.577377	3.038677	
SPAC10F6.08c	0.737771	0.199034	0.245497	2.214913	2.387385	3.398808	1.533730	2.392223	0.459923	0.527391	3.149280	2.924047	1.975415	0.362783	1.397134	
SPAC10F6.09c	2.808838	5.307573	4.724140	2.900152	3.465783	2.435338	3.000573	5.784900	1.625467	7.981923	4.038351	5.773650	4.599287	4.909846	4.827750	
SPAC10F6.10	0.821075	2.491783	3.983870	2.369820	3.320087	7.062385	0.348226	6.113767	3.793598	3.077053	2.298625	6.817118	1.587413	5.245694	3.080807	
SPAC10F6.11c	3.619713	2.863157	4.428105	5.855061	6.464753	5.334420	3.527280	8.472057	6.913650	1.782960	6.005870	7.352796	4.135873	2.768933	5.150843	
SPAC10F6.12c	2.284290	3.175543	2.958255	3.419333	1.756472	10.444645	3.169843	7.319220	3.031547	1.326664	1.604230	8.141730	3.184405	3.973942	2.841097	
SPAC10F6.13c	3.138960	4.043308	6.337320	7.785423	6.260063	4.861070	4.666157	10.427440	4.508593	4.911840	4.881047	8.677197	2.496237	6.306173	1.910646	
SPAC10F6.14c	0.979455	1.048950	2.347890	6.322357	1.965722	1.901520	1.866104	1.337391	3.638526	2.848658	6.998910	1.534335	1.259673	3.311810	2.731755	
SPAC10F6.15	3.054338	3.940693	2.056302	2.760427	4.829140	5.438865	6.870007	2.877550	3.729807	2.808583	5.791187	3.137800	4.333907	6.276887	5.539317	
SPAC10F6.16	11.983520	1.515904	1.502500	4.195097	1.333017	3.401275	3.303227	11.076480	2.038055	7.629153	3.613917	2.345939	5.008250	1.053671	9.649327	
SPAC10F6.17c	2.617802	1.608105	5.182690	0.460882	5.993369	0.454252	2.708044	4.786550	3.410383	2.930268	5.756017	9.050707	2.275834	3.228563	3.021997	
SPAC110.01	2.933410	2.875837	6.416165	7.337260	5.158307	8.630070	3.011744	2.478357	11.677537	4.731133	6.416640	1.187895	2.595004	7.562447	7.070657	
SPAC110.02	0.289463	2.086364	0.171461	0.664735	2.360576	2.216659	1.824512	1.158527	1.372390	0.318778	3.006390	2.077578	0.702405	1.595051	1.092403	
SPAC110.03	1.269353	0.851432	0.690157	2.432665	0.604403	6.836845	1.991777	1.092113	5.840560	2.068015	1.813119	5.376923	2.722637	5.232743	5.262613	
SPAC110.04c	1.763285	3.931473	13.581550	4.893387	5.220326	10.361955	1.654952	3.956823	6.483923	6.233767	8.186740	9.383350	5.471653	10.336807	3.156887	
SPAC1142.01	2.354369	5.426250	5.014350	1.318593	6.186121	7.351740	1.312053	4.682943	7.229383	5.868060	2.081287	5.293853	1.332710	5.021254	3.508961	
SPAC1142.02c	0.550541	3.039592	0.291709	1.066087	2.132893	1.946819	0.941221	4.507733	0.479362	2.365832	2.517230	2.948825	0.243871	1.789099	1.074939	
SPAC1142.03c	1.410530	0.659314	0.633860	3.043233	3.501100	1.839149	2.114001	6.319200	1.562194	3.401191	2.393405	1.798242	2.064431	0.771160	2.414125	
SPAC1142.04	2.771393	0.653383	0.270487	3.327393	4.268167	1.370813	0.583866	9.333173	5.716627	5.912513	5.450043	5.890550	2.844160	4.965730	1.893171	
SPAC1142.05	4.128907	3.958731	6.293345	6.654217	3.233743	3.991649	5.403127	6.768273	5.838967	4.690913	1.623103	6.582666	4.902793	4.773687	6.021090	
SPAC1142.06	1.372893	1.394047	3.830577	3.294122	3.281970	4.510271	1.778082	2.941472	0.254385	2.919137	2.287880	4.351506	0.491804	0.759554	2.094585	
SPAC1142.07c	1.573445	4.788490	4.448305	3.497049	5.543150	1.478290	1.940153	6.368120	4.317750	3.997063	1.879436	7.670233	3.932583	3.824670	2.633767	
SPAC1142.08	3.107033	3.022157	9.777660	7.951243	7.561467	8.424110	4.326528	10.505740	7.369267	3.735557	7.747227	9.340973	10.142260	5.907647	6.519850	
SPAC1142.09	0.354779	0.568914	1.416955	3.534750	3.463604	3.540605	1.565279	5.317723	4.542459	1.237120	2.557544	3.183175	0.833114	0.817259	1.302375	
SPAC11D3.01c	4.047936	3.571117	12.168800	5.239653	3.348349	11.465825	4.065388	6.742027	5.066080	1.505158	6.393650	2.615299	2.786300	2.313380	5.535620	
SPAC11D3.02c	2.058450	1.533918	3.674835	2.378288	3.689193	2.042004	1.249338	4.429420	3.575627	2.299177	2.096121	5.750721	1.992183	3.215197	3.273587	
SPAC11D3.03c	1.544739	1.876378	2.674583	2.760147	5.986037	5.795535	0.639453	4.653670	5.976350	1.305805	2.089423	2.923778	0.523104	3.383562	2.242636	
SPAC11D3.04c	4.378683	2.918883	4.714350	2.592091	2.661125	4.649545	1.678065	2.860982	3.034050	1.107475	3.969475	1.326958	3.510053	1.952927	5.545178	
SPAC11D3.05	5.461880	3.480568	2.363205	5.788215	5.359010	2.016440	5.020707	3.373867	7.252787	5.779180	5.868051	8.246907	8.538407	6.451460	5.693629	
SPAC11D3.06	2.242137	4.333087	6.586035	5.580629	6.845887	10.015375	2.009680	9.067460	5.302933	7.381713	5.473663	6.708243	2.580960	2.101273	5.648743	
SPAC11D3.07c	1.942465	1.889316	3.087644	2.808680	3.855143	0.726434	2.439479	2.100708	5.386757	4.402713	3.023365	1.346435	1.681581	3.820850	2.687583	
SPAC11D3.08c	1.529647	2.836537	2.092885	5.041637	3.605270	4.780653	0.776546	1.620787	6.082373	3.721510	4.382630	5.361620	4.547263	3.584022	4.425650	
SPAC11D3.09	2.187989	1.096163	2.997765	0.765989	2.551087	4.275086	0.713760	8.240253	1.360145	1.921081	1.870060	4.913477	2.864413	2.647484	3.001799	
SPAC11D3.10	3.300980	5.913888	6.874785	1.764883	9.848883	19.800160	3.796513	5.188413	6.291423	4.197417	5.936920	13.228667	1.234010	6.783970	6.632517	
SPAC11D3.11c	2.101650	1.445921	2.926050	1.982425	2.156114	9.673680	0.795856	6.504494	1.714029	4.325867	3.885923	3.845420	2.784449	2.512480	8.002563	
SPAC11D3.13	3.612909	5.225827	4.802835	15.884100	8.746700	10.538005	4.118827	6.869147	8.562383	10.084113	7.178463	6.675313	5.888350	4.628447	5.824523	
SPAC11D3.14c	3.192543	1.962069	5.561910	4.584757	1.945861	4.877860	0.459770	5.579760	3.200718	1.083509	1.850524	1.482438	1.420049	3.718410	0.765084	
SPAC11D3.15	2.127397	3.474030	3.310195	4.433878	4.074737	0.817936	1.813914	1.361664	3.831420	4.076287	4.623480	2.391238	2.350027	1.340472	1.988397	
SPAC11D3.16c	0.435072	2.141177	2.164410	3.921145	4.263646	0.682233	3.041960	4.690181	5.004687	3.706663	3.619791	11.171073	5.737610	4.688127	3.649797	
SPAC11D3.17	1.714312	0.837208	3.828710	1.845845	4.100910	2.904970	1.283431	2.613030	1.217169	2.165250	2.641651	2.163998	1.303826	4.353883	1.091404	
SPAC11D3.18c	2.100755	1.350786	0.899671	3.280612	3.079508	2.243230	3.100507	3.130880	2.873625	1.443305	1.809867	1.690017	3.525600	3.914800	3.444063	
SPAC11E3.01c	0.958977	1.920211	4.502335	2.497324	1.327039	2.642720	1.149059	1.968474	0.902157	2.284292	0.836891	1.247523	1.148308	3.364846	0.794850	
SPAC11E3.02c	0.399973	0.848249	6.370870	0.699556	1.444714	6.957617	2.688072	0.772004	4.813780	1.671858	0.703468	5.184195	0.301436	0.427146	2.972506	
SPAC11E3.03	2.801952	1.419561	3.013642	5.193450	2.807313	2.244010	3.628573	1.778310	0.540720	1.901874	3.283799	0.462984	2.316324	2.143992	3.491608	
SPAC11E3.04c	5.116470	1.407490	1.301200	6.280251	9.519597	9.122200	2.509587	3.476807	2.250927	10.338107	3.042520	1.907553	3.842373	5.446710	1.705150	
SPAC11E3.05	0.898639	2.686777	1.330137	3.937637	3.687755	4.188102	3.245242	2.475162	2.020300	2.740847	1.425220	2.868903	2.929137	1.056879	2.024611	
SPAC11E3.06	5.930163	3.015910	1.459612	3.504153	8.246550	3.181010	3.467543	9.513793	4.408977	6.448387	6.647167	0.481949	4.485903	3.338630	2.603687	
SPAC11E3.07	2.077864	3.217659	0.708668	1.507550	2.037468	0.973981	2.677679	4.266723	4.724059	0.651028	1.571948	3.775637	4.129504	0.633990	0.539266	
SPAC11E3.08c	4.397443	2.447950	5.240750	3.120857	3.073897	11.740630	3.472833	5.923580	7.471070	4.273168	3.021147	4.576005	2.463681	5.924890	6.505923	
SPAC11E3.09	0.853502	3.551800	4.298837	1.668491	2.209056	4.975000	3.059127	5.054183	2.555792	4.686520	2.244429	3.322473	2.929069	3.234088	5.603922	
SPAC11E3.10	1.639321	2.811287	1.595444	1.842396	2.478673	3.217310	3.308937	1.973360	5.409659	3.713537	3.319113	2.823933	3.111713	2.436790	4.032830	
SPAC11E3.11c	5.842037	3.089000	4.749515	4.316710	8.430793	5.741295	5.141433	9.837437	7.712517	3.261970	5.886807	9.334403	3.165078	5.043973	5.187958	
SPAC11E3.12	0.636987	0.351599	0.949138	0.491659	0.387666	0.346799	0.551310	4.970127	1.844133	0.678783	0.831632	3.044490	0.577371	0.197841	2.936785	
SPAC11E3.13c	3.157613	3.247750	6.814320	6.212596	5.851293	2.688751	1.336014	0.732875	4.656814	10.725637	4.939950	0.442083	6.941627	6.731693	1.075247	
SPAC11E3.14	1.085360	3.487387	2.012002	3.151195	2.086306	3.423860	2.677303	1.670005	2.684797	2.883921	3.055188	3.150776	1.743227	1.826378	0.876076	
SPAC11E3.15	3.730099	4.599347	1.041886	8.521513	5.985590	5.877235	4.931670	5.722990	5.669790	8.212960	6.041140	1.271002	4.044903	4.442078	2.393059	
SPAC11G7.01	2.507396	3.644574	2.795620	4.522003	5.907257	2.118470	1.667861	2.607037	2.068768	3.691783	3.654640	1.291835	2.140937	1.147171	3.924748	
SPAC11G7.02	2.579573	2.371913	2.228753	3.653700	4.930360	3.382320	4.539640	4.120440	0.745739	1.805439	5.028937	4.218113	2.879962	1.069484	2.954711	
SPAC11G7.03	5.334373	4.580787	6.319075	3.743787	2.681493	4.130710	1.549357	4.293850	8.086007	7.798520	4.379770	4.976477	3.702008	8.446313	10.079183	
SPAC11G7.04	9.385397	2.195883	7.830560	9.156520	5.810090	13.178650	9.935963	12.125187	11.002313	13.812233	5.552753	7.605735	9.431677	10.910130	4.804810	
SPAC11G7.05c	0.899892	1.715341	2.555611	2.662887	3.502204	11.239590	0.674041	5.181026	1.803297	4.106970	4.157894	3.447060	2.210802	3.470713	4.121680	
SPAC11G7.06c	1.591636	0.474572	0.933979	0.876380	0.775110	4.537469	0.624249	2.402623	1.658707	1.202697	1.278312	0.468780	1.733001	1.484294	1.082545	
SPAC11H11.01	0.538600	0.231022	0.513103	0.596656	0.546251	0.353181	1.337507	0.398974	0.615087	0.323503	0.341690	0.483980	0.483836	2.087138	1.882055	
SPAC11H11.02c	1.426712	0.605674	4.555910	1.763973	2.188603	2.792205	3.059560	4.493990	3.812411	1.794858	4.042123	3.706851	3.549837	1.925693	2.890643	
SPAC11H11.03c	2.793479	4.530938	3.005125	0.995427	3.692040	2.031585	4.718630	4.579520	3.344582	2.115385	4.782850	3.092799	1.641550	3.511621	1.623277	
SPAC11H11.04	1.743192	1.918020	3.762395	3.762407	4.282861	9.195260	1.236899	5.511834	3.525245	4.871183	2.403527	3.165621	2.780636	4.908500	4.759886	
SPAC11H11.05c	0.581943	0.308049	4.357157	1.012507	3.120217	0.255223	0.384107	1.348300	0.613477	1.904683	0.662288	0.648818	0.827719	0.404337	2.237523	
SPAC11H11.06	3.075792	1.636114	3.989855	1.010518	3.222118	5.935830	1.231914	2.879798	1.794728	4.305097	2.880323	2.098787	2.664231	1.615732	1.417822	
SPAC1250.01	2.266696	3.232791	3.278380	7.893177	7.533117	7.075025	3.650113	12.659537	8.124818	6.086140	7.573280	8.962340	4.659045	5.723323	6.561673	
SPAC1250.02	0.178546	0.199932	0.218110	2.991765	1.782414	0.956800	0.553316	2.139175	2.197775	0.286834	0.500263	0.606578	0.365886	0.522755	1.193896	
SPAC1250.03	5.766950	3.487540	7.851895	4.567911	5.737823	12.694600	6.882803	9.682960	5.890907	5.518830	8.081707	5.873437	4.002373	6.444880	5.343437	
SPAC1250.04c	0.454287	1.198114	1.808911	0.696866	0.291008	2.917851	0.244714	1.601926	1.787254	0.579786	0.347449	2.320397	0.419643	1.488584	1.151420	
SPAC1250.05	3.310860	4.373973	7.546265	9.916133	4.702057	2.295855	3.610550	8.333037	1.887720	3.178410	3.891010	8.648417	1.579139	6.267763	2.099755	
SPAC1296.01c	6.367617	0.813770	3.303411	5.269307	1.157246	2.562505	2.140777	2.498150	6.473990	3.643407	3.392758	5.944393	2.874206	3.066723	5.004890	
SPAC1296.02	4.834963	2.389887	3.018373	3.597515	3.922403	10.187775	4.638197	10.246210	7.332030	5.317437	4.470207	7.705207	5.117663	10.415260	10.087973	
SPAC1296.03c	1.950594	0.809498	8.540250	1.749334	2.595306	5.108810	3.413781	5.036152	7.029467	1.677591	2.537523	3.778186	3.042558	4.494477	2.896987	
SPAC1296.04	1.754002	0.453039	1.743270	2.289926	2.312809	1.278905	2.840329	1.562188	4.279437	0.343250	1.002619	3.209667	1.186112	0.945684	1.762841	
SPAC1296.05c	2.781204	1.829847	5.491430	3.785820	5.062961	3.882260	3.738117	4.193580	3.583013	5.299382	6.082297	1.066944	3.317754	5.994243	1.981060	
SPAC1296.06	2.182241	2.615368	6.029825	3.483959	4.157680	8.227080	3.320147	4.908657	2.809643	0.657387	5.111353	4.155333	1.405469	5.581613	4.921780	
SPAC12B10.01c	3.227440	0.347915	5.058140	1.907906	0.751850	0.851428	0.292231	0.547397	2.249186	0.534257	2.554093	4.371315	2.470420	0.416743	2.074489	
SPAC12B10.02c	1.907598	0.915602	1.029018	0.886848	0.728030	0.845319	0.636495	5.951030	1.375655	0.961517	0.861328	0.528864	0.320168	1.279366	4.027515	
SPAC12B10.03	6.814179	5.302967	2.447785	6.912880	5.837803	3.442895	3.911173	10.423890	3.707777	7.157267	6.186457	4.319340	3.801803	7.663407	5.401593	
SPAC12B10.04	0.580282	1.269085	1.978540	5.254037	1.523406	1.700759	1.390790	12.188727	2.081848	3.952070	3.677173	10.142457	1.126468	2.853890	3.048843	
SPAC12B10.05	1.839854	1.375037	0.528711	1.043685	0.794459	1.187250	0.310542	1.522085	0.386842	0.609859	0.491344	2.198287	1.553127	0.935081	2.543308	
SPAC12B10.06c	0.183128	1.842886	0.450229	2.218501	3.396735	2.080271	2.432271	3.602019	1.579237	1.338540	1.919430	0.343558	1.597202	1.727483	4.851344	
SPAC12B10.07	1.079754	0.490536	0.258860	0.454391	0.739928	0.855452	1.986842	1.000128	0.993096	0.351414	0.647157	0.343678	1.156319	0.391608	2.095678	
SPAC12B10.08c	0.474176	3.376070	4.990975	0.941208	4.386093	2.998145	3.316144	0.672525	1.265770	3.219437	1.814923	5.254772	2.482428	1.601187	1.829974	
SPAC12B10.09	1.920330	0.213401	2.047624	5.043031	1.637233	0.827850	0.759252	1.842375	2.281520	0.776808	0.868536	2.206060	2.177492	2.480133	6.245840	
SPAC12B10.10	3.153135	0.741505	4.458687	0.465785	3.985233	5.530860	1.295781	3.763594	0.530833	0.634247	2.176257	3.503062	3.053654	2.919292	0.399972	
SPAC12B10.11	3.044587	2.758607	1.393155	2.517180	1.017478	5.066418	1.814187	6.982324	2.253781	3.555253	2.102569	2.092943	3.637455	2.619000	1.124153	
SPAC12B10.12c	2.907530	1.918283	4.740665	3.770685	1.935005	4.076155	4.242303	2.524883	9.544403	4.550023	2.308790	4.825290	4.320000	3.383130	6.373193	
SPAC12B10.13	1.633547	1.670688	0.448195	1.859976	1.470495	1.221233	1.467919	4.293235	2.101524	3.755330	0.595543	0.571445	1.191902	0.535341	0.599282	
SPAC12B10.14c	0.944489	0.940801	1.811595	1.271535	1.096397	0.306559	1.109664	3.420897	3.155573	3.784269	1.573609	1.914540	1.992085	1.904893	3.280520	
