IDENTIFIER	NoMGd1_4	NoMGd2_4	NoMGd3_4	NoMGd1_12	NoMGd2_12	NoMGd3_12	NoMGd1_24	NoMGd2_24	NoMGd3_24	MGd1_4	MGd2_4	MGd3_4	MGd1_12	MGd2_12	MGd3_12	MGd1_24	MGd2_24	MGd3_24
X63966	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MUC4	49.0	50.0	50.0	50.0	62.8	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	145.0	50.0	50.0	50.0	50.0
MUC4	49.0	174.5	50.0	74.6	127.7	67.4	64.3	50.0	119.3	49.0	50.0	149.4	51.3	50.0	134.4	50.0	50.0	106.6
AMACR	49.0	105.9	80.0	50.0	50.0	50.0	50.0	110.9	50.0	60.7	86.5	50.0	69.5	91.9	50.0	103.0	128.4	50.0
PDGFB	49.0	50.0	50.0	50.4	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	58.0	50.0
AMACR	49.0	50.0	50.0	50.0	63.4	50.0	50.0	92.1	50.0	49.0	125.9	50.0	50.0	50.0	50.0	50.0	88.1	50.0
LOC101929240	96.0	57.4	50.0	66.9	50.0	179.1	50.0	50.0	90.4	73.3	84.1	129.4	74.9	50.0	133.6	112.9	50.0	74.5
MKRN7P	49.0	57.6	50.0	50.0	50.0	50.0	50.0	140.4	58.0	73.2	50.0	50.0	50.0	81.4	62.6	74.9	66.3	107.0
MUC3B	192.6	230.3	284.8	191.6	258.6	271.2	104.3	258.7	187.5	109.1	257.1	50.0	140.7	177.3	244.1	179.1	268.7	191.5
KIAA0930	454.6	598.4	514.7	310.5	456.3	557.4	460.2	533.8	369.8	376.2	554.1	553.7	495.5	687.7	653.8	406.6	404.0	524.3
CXCR3	120.1	50.0	50.0	74.9	50.0	50.0	90.7	50.6	50.0	49.0	101.8	50.0	50.0	50.0	50.0	50.0	78.4	50.0
MED14	49.0	142.9	57.1	73.4	50.0	130.4	50.0	50.0	50.7	49.0	50.0	50.0	73.4	75.5	50.0	168.2	146.9	50.0
TNKS	49.0	50.0	129.1	50.0	50.0	132.2	50.0	113.2	88.3	49.0	201.1	66.7	50.0	50.0	50.0	94.5	50.0	50.0
SLC35E2B	748.6	804.3	685.9	987.6	1087.1	768.5	807.6	826.3	702.3	668.8	681.3	860.7	813.9	554.0	614.8	731.2	604.2	823.7
PMCHL1	49.0	192.7	50.0	60.8	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	60.6	50.0	50.0	50.0
IQCE	50.1	105.0	69.8	94.3	50.8	50.0	50.0	74.8	69.2	49.0	50.0	128.7	164.7	125.3	50.0	103.9	76.3	179.1
UBBP2	121.0	50.0	50.0	163.6	50.0	50.0	53.6	50.0	64.7	61.0	59.0	50.0	74.2	50.0	82.4	197.9	91.2	50.0
K00627	49.0	57.9	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	96.0	50.0	50.0	50.0	50.0
CTH	49.0	156.5	53.2	50.0	68.9	50.0	50.0	132.8	50.0	95.3	157.9	92.3	50.0	55.9	50.0	50.0	50.0	79.5
CAMK1G	104.8	84.3	155.3	64.4	50.0	50.0	103.8	50.0	50.0	49.0	116.7	78.4	131.8	111.3	108.4	91.5	120.4	50.0
217129_at	148.8	123.6	50.0	107.7	50.0	86.5	93.0	122.6	50.0	49.0	50.0	50.0	109.8	50.0	81.9	50.0	169.1	71.4
AF072164	49.0	50.0	50.0	227.6	73.1	78.1	50.0	92.6	56.7	49.0	50.0	50.0	50.0	50.0	68.8	50.0	50.0	50.0
217131_at	49.0	50.0	80.2	50.0	50.0	61.0	64.1	83.4	57.3	93.8	128.7	142.0	98.7	122.6	65.1	68.3	50.0	121.9
AF055011	49.0	78.3	50.0	66.4	71.2	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	94.7	50.0
CYP2B6	104.0	122.2	69.8	71.7	50.0	102.1	50.0	54.4	112.3	51.3	84.3	75.9	75.3	50.0	50.0	50.0	113.6	50.0
MTAP	49.0	50.0	50.0	50.0	61.7	50.0	75.4	117.2	50.0	49.0	118.0	50.0	50.0	50.0	162.3	77.3	50.0	50.0
217135_x_at	172.4	148.7	130.1	259.7	94.4	50.0	50.0	50.0	50.0	49.0	50.0	68.5	50.0	50.0	50.0	132.8	50.0	50.0
PPIAL4C	49.0	57.6	50.0	50.0	62.4	50.0	58.4	50.0	50.5	68.4	50.0	56.0	50.0	50.0	80.6	50.0	50.0	50.0
K00627	103.0	50.0	50.0	50.0	93.7	50.0	50.0	175.5	50.0	49.0	50.0	50.0	50.0	77.6	50.0	50.0	162.5	86.2
IGLC1	49.0	98.9	50.0	50.0	70.8	50.0	50.0	74.5	50.0	51.3	50.0	50.0	85.2	50.0	74.8	50.0	50.0	50.0
VDAC1	49.0	50.0	50.0	88.9	87.4	50.0	54.2	136.8	50.0	97.0	63.0	98.2	62.4	50.0	50.0	109.5	50.0	106.8
VDAC1	859.9	729.1	975.6	987.1	919.8	931.3	884.9	783.3	685.5	827.3	1036.0	777.5	872.9	996.4	1198.8	852.0	763.9	859.1
BTBD7	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	157.1	50.0	50.0	92.8
217142_at	62.1	152.5	159.9	214.5	73.4	108.1	119.5	231.2	138.3	61.2	174.3	50.0	50.0	124.4	78.9	61.0	50.0	109.8
YME1L1	49.0	50.0	90.4	50.0	50.0	83.7	50.0	50.0	109.4	49.0	62.4	231.2	50.0	50.0	50.0	50.0	171.0	54.3
UBBP1	242.0	219.3	231.5	492.2	338.5	421.4	432.9	193.3	491.7	537.2	448.2	314.7	432.9	339.3	250.6	299.2	454.4	278.5
IGK	50.8	50.0	55.2	50.0	50.0	104.2	50.0	50.0	51.3	73.2	113.8	74.0	50.0	129.9	50.0	50.0	50.0	138.6
JRK	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	93.9
TRAT1	58.5	50.0	60.9	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	85.6	50.0	72.3	50.0
IGLJ3	84.5	218.0	50.0	50.0	50.0	50.0	60.4	94.1	92.6	148.4	50.0	85.8	50.0	102.0	50.0	75.5	177.0	237.9
TNK1	129.6	295.6	238.7	251.7	191.3	408.1	209.3	419.9	205.5	177.3	225.4	215.7	176.1	50.0	242.5	182.1	132.3	138.6
NF2	138.6	50.0	50.0	50.0	50.0	93.5	50.0	222.0	133.7	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	100.9
LOC101928457	53.8	50.0	50.0	55.8	50.0	50.0	50.0	74.8	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	87.5	67.7
AK024136	96.0	50.0	50.0	110.0	66.5	50.0	50.0	97.2	50.0	75.6	157.8	50.0	56.3	64.6	59.6	50.8	174.6	70.8
ARHGAP1	49.0	78.9	50.0	50.0	50.0	120.7	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	94.1	50.0
EDN3	49.0	50.0	50.0	89.8	50.0	50.0	50.0	88.3	50.0	57.6	50.0	50.0	59.8	50.0	106.7	50.0	50.0	50.0
217155_at	49.0	50.0	56.1	50.0	60.1	58.8	50.0	162.3	74.2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	114.1	95.6
HADHAP1	134.2	132.3	140.9	99.9	93.8	270.6	160.4	50.0	82.7	153.9	211.1	104.9	132.1	145.4	143.8	75.8	250.0	99.0
IGK	49.0	50.0	58.3	63.0	50.0	80.7	59.1	50.0	113.4	49.0	50.0	89.3	50.0	50.0	71.5	94.4	76.7	104.9
PTGER4P2-CDK2AP2P2	49.0	61.9	50.0	94.6	50.0	120.7	50.0	63.1	50.0	49.0	221.8	50.0	50.0	162.2	50.0	50.0	50.0	50.0
SIGLEC7	49.0	50.0	50.0	50.0	71.7	50.0	50.0	50.0	50.0	49.0	50.0	123.1	50.0	50.0	50.0	50.0	55.5	50.0
TSPY1	57.1	96.0	74.8	106.1	50.0	50.0	50.0	143.7	50.0	49.0	50.0	76.4	50.0	50.0	50.0	50.0	50.0	98.9
ACAN	65.8	103.4	189.1	117.3	73.6	157.9	50.0	133.0	50.0	146.2	84.6	50.0	93.5	297.6	83.5	149.2	228.1	104.2
TSPY1	49.0	78.1	50.0	50.0	50.0	50.0	50.0	136.6	50.0	49.0	50.0	87.1	50.0	50.0	50.0	50.0	50.0	60.2
ESR1	49.0	50.0	50.0	50.0	50.0	102.9	50.0	131.7	50.0	131.6	63.0	50.0	50.0	62.5	61.2	50.0	50.0	50.0
AK024108	114.0	50.0	177.1	219.5	213.8	110.7	102.3	50.9	106.4	111.5	191.9	136.6	125.8	51.1	222.1	92.9	164.6	181.2
MT1F	413.4	475.0	371.0	240.4	555.4	554.4	232.0	400.8	416.3	15247.9	17344.3	14169.1	17928.2	25908.9	22576.0	11452.8	11417.4	15638.6
217166_at	109.8	112.1	89.5	50.0	50.0	152.3	50.0	158.5	118.5	49.0	50.0	254.0	61.4	50.0	109.6	128.8	74.9	87.0
GK	49.0	50.0	50.0	164.6	116.5	50.0	63.1	50.0	51.6	49.0	126.8	50.0	95.2	175.5	78.8	101.6	50.0	77.0
HERPUD1	960.5	979.6	857.4	1267.9	1091.5	634.1	1180.1	944.8	783.7	1043.3	1109.1	698.3	1142.2	780.5	753.4	980.7	885.4	674.8
IGHM	49.0	50.0	50.0	50.0	50.0	50.0	50.0	116.0	50.5	125.1	50.0	50.0	50.0	50.0	50.0	57.3	80.5	181.5
217170_at	49.0	50.0	50.0	125.2	81.5	143.2	50.0	50.0	50.0	59.2	102.9	50.0	77.9	50.0	70.0	50.0	50.0	50.0
SMPD1	49.0	130.1	50.0	50.0	50.0	50.0	50.0	81.1	50.0	49.0	50.0	50.0	50.0	96.0	113.2	59.3	96.1	98.9
X84340	49.0	108.1	50.0	50.0	50.0	101.1	50.0	50.0	50.0	66.6	50.0	50.0	50.0	108.9	50.0	50.0	50.0	50.0
LDLR	49.0	50.0	58.7	50.0	77.0	120.1	77.5	106.1	50.0	49.0	76.1	50.0	50.0	50.0	55.2	97.5	100.2	50.0
APC2	82.3	50.0	71.1	99.1	50.0	50.0	76.7	50.0	50.0	49.0	50.0	50.0	50.0	123.7	50.0	50.0	50.0	50.0
UGT2B15	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	129.5	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	64.9
ZFX	49.0	74.0	151.1	50.0	94.1	50.0	50.0	177.3	50.0	49.0	72.2	142.0	98.4	50.0	62.1	75.5	50.0	96.8
PTPRB	49.0	50.0	105.5	53.8	50.0	50.0	83.6	152.1	76.3	98.5	50.0	119.2	58.4	59.6	74.8	83.5	50.0	82.2
RARG	49.0	119.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.5	67.3	50.0	50.0
X79782	79.0	114.4	74.2	63.3	50.0	77.3	154.5	287.4	50.0	49.0	266.9	88.6	62.7	151.2	103.8	50.0	50.0	135.0
X79782	49.0	50.0	50.0	50.0	76.3	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	151.3	50.0	50.0	78.8	50.0
IL2	49.0	106.8	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MUC5AC	49.0	50.0	104.1	224.0	85.0	50.0	66.9	50.0	50.0	156.2	136.6	72.0	102.3	127.4	111.4	66.9	128.7	71.7
SPC24	49.0	67.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	87.1	50.0	50.0	50.0	50.0	50.0	50.0	50.0
LTK	49.0	163.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	59.2	50.0	50.0	50.0
ZNF259P1	62.5	116.2	328.4	168.3	108.6	117.3	129.1	256.6	178.4	119.0	166.0	117.6	185.6	158.4	277.5	91.1	244.8	122.6
ZNF259P1	49.0	50.0	50.0	50.0	55.2	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	78.7
MUC5AC	1462.1	943.8	1287.0	1225.5	923.7	1193.4	951.2	982.7	1471.1	1447.0	1102.0	605.2	1385.9	739.4	769.3	1434.5	1061.7	1047.0
C14orf1	182.7	170.2	186.2	198.4	285.8	247.7	223.0	116.7	50.0	320.6	50.0	70.0	193.5	251.3	219.9	169.3	112.9	212.2
SMG7	151.2	123.8	201.9	202.4	71.4	412.7	177.5	50.0	138.4	170.9	212.4	200.6	259.5	229.2	201.1	275.3	50.0	139.5
ESR1	49.0	50.0	50.0	50.0	121.0	50.0	50.0	50.0	118.7	49.0	50.0	50.0	68.8	50.0	50.0	50.0	95.5	50.0
217191_x_at	139.4	122.9	50.0	154.3	114.5	94.5	50.0	101.5	82.0	176.8	165.1	50.0	52.0	139.9	157.9	113.0	112.2	65.5
PRDM1	49.0	57.2	183.7	50.0	50.0	50.0	67.5	245.4	85.4	49.0	50.0	50.0	50.0	50.0	50.0	50.0	88.4	50.0
X93006	94.8	107.9	133.9	209.2	114.4	122.5	50.0	73.3	89.7	49.0	51.6	81.1	50.0	66.8	128.5	56.6	59.0	57.2
RASAL2	53.2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	83.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
GCNT1P1	49.0	50.0	50.0	50.0	50.0	60.3	97.8	100.0	50.0	49.0	50.0	50.0	50.0	50.0	65.9	50.0	60.8	148.7
CAMSAP2	121.4	132.1	116.3	223.8	152.2	111.0	152.4	50.0	165.4	183.9	202.8	151.9	144.7	98.7	50.0	160.7	123.8	133.9
N4BP2L1	50.1	173.8	121.1	186.4	50.0	105.7	53.2	206.5	169.4	82.5	184.9	58.0	50.0	50.0	114.6	101.4	105.5	109.1
IGHG1	75.9	88.1	50.0	50.0	50.0	75.3	50.0	68.7	50.0	49.0	117.4	110.0	67.3	99.4	50.0	50.0	50.0	50.0
STAT2	144.1	50.0	156.9	95.6	76.4	61.2	50.0	50.0	50.0	49.0	139.5	50.0	63.1	50.0	101.8	50.0	77.5	58.5
CYB561	312.3	413.3	314.4	123.3	212.5	244.3	253.0	304.4	357.1	416.8	300.2	242.1	282.0	249.4	327.2	240.9	256.2	195.2
RASAL2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	70.0	50.0	50.0
GLUL	49.0	50.0	154.1	50.0	110.2	223.6	256.5	50.6	108.4	101.0	195.4	97.9	183.3	96.3	59.2	71.0	82.5	115.4
217203_at	83.8	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	93.3	50.0	50.0	50.0	112.7	50.0	50.0	115.6	50.0
MTRF1L	49.0	50.0	57.8	127.5	50.0	67.1	50.0	50.0	50.0	49.0	50.0	67.5	50.0	50.0	50.0	50.0	122.1	80.0
LOC100420758	98.2	95.5	74.3	50.0	50.0	118.9	88.1	50.0	134.1	95.3	72.2	85.0	82.3	50.0	81.3	93.6	60.3	80.9
D00267	49.0	50.0	50.0	50.0	50.0	90.4	50.0	132.5	50.0	63.4	50.0	50.0	64.7	50.0	50.0	50.0	96.9	50.0
BTNL3	49.0	156.5	213.4	115.3	50.0	153.6	92.3	121.1	149.9	49.0	131.0	169.6	121.6	131.1	172.5	186.2	301.3	50.0
DLG1	64.3	115.3	76.0	132.8	126.7	91.2	111.7	50.0	50.0	61.3	50.0	82.8	69.5	50.0	50.0	84.2	72.3	87.3
CEACAM3	49.0	134.6	50.0	50.0	50.0	50.0	64.0	50.0	50.0	49.0	59.7	50.0	76.6	50.0	50.0	50.0	50.0	50.0
217210_at	100.2	50.0	50.0	50.0	50.0	73.8	50.0	50.0	50.0	54.9	50.0	66.6	50.0	63.2	147.8	50.0	50.0	60.0
ACTBP9	49.0	275.4	50.0	50.0	214.6	50.0	237.5	285.6	152.6	213.3	115.3	50.0	261.3	255.3	127.6	192.2	62.0	126.8
IL9R	90.1	50.0	50.0	94.0	57.3	87.2	106.4	91.1	92.5	49.0	132.7	169.3	100.5	50.0	76.8	140.5	51.1	50.0
SLC6A2	49.0	50.0	50.0	50.0	50.0	127.9	50.0	50.0	50.0	49.0	145.3	50.0	50.0	50.0	50.0	50.0	50.0	50.0
SLC6A2	49.0	50.0	50.0	50.0	50.0	70.4	50.0	50.0	50.0	113.6	50.0	126.1	54.9	64.3	50.0	50.0	50.0	130.2
217215_s_at	49.0	50.0	50.0	57.7	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MLH3	105.1	267.1	324.2	227.1	156.2	238.7	165.3	81.1	239.1	137.7	293.6	148.5	147.7	239.4	131.8	243.4	202.7	116.0
LOC102723407	49.0	244.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	73.8	50.0
WAPL	50.3	50.0	50.0	72.0	50.0	50.0	58.3	122.6	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	81.2
DKFZP434A062	87.7	50.0	113.7	56.3	129.4	50.0	50.0	50.0	50.0	65.8	57.1	50.0	50.0	90.0	50.0	50.0	187.5	177.4
LOC100287387	53.5	77.2	100.9	102.4	50.0	87.4	50.0	54.7	50.0	49.0	50.0	151.6	50.0	50.0	50.0	56.2	50.0	108.1
RBM10	49.0	320.9	142.4	143.6	299.3	382.4	247.0	211.9	154.9	197.5	203.2	300.2	198.9	182.6	220.4	295.8	170.5	216.6
IGHG1	49.0	50.0	58.4	50.0	50.0	50.0	50.0	50.0	54.9	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
BCR	49.0	50.0	109.9	131.8	53.7	110.9	121.1	83.9	76.9	55.3	95.7	153.4	71.1	171.6	155.0	68.5	100.3	50.0
217224_at	78.5	136.6	50.0	72.8	171.6	50.0	50.0	50.0	50.0	109.4	95.6	100.2	50.0	50.0	54.4	65.2	50.0	50.0
LOC101060373	2881.1	3027.0	3881.3	2824.2	2593.2	3044.5	3115.6	2496.0	2663.7	2373.4	2570.4	2944.7	3041.3	2619.4	3539.9	2819.5	2477.4	2993.7
SFXN3	208.8	183.2	177.1	134.5	137.0	91.7	189.8	50.0	188.1	236.8	132.1	149.1	147.8	210.9	148.4	73.2	146.8	133.6
IGLV1-44	49.0	50.0	115.1	123.5	117.0	88.0	50.0	148.8	50.0	100.5	186.6	58.5	50.0	50.0	56.8	50.0	50.0	50.0
ASB4	49.0	50.0	81.3	50.0	50.0	50.0	50.0	196.9	116.7	49.0	50.0	50.0	50.0	50.0	50.0	50.0	115.6	50.0
ASB4	49.0	50.0	50.0	50.0	50.0	91.5	50.0	163.8	50.0	49.0	50.0	50.0	50.0	100.5	50.0	50.0	54.2	65.3
EZR	114.6	50.0	73.7	50.0	172.1	50.0	50.0	53.9	50.0	98.3	176.0	108.9	50.0	139.0	50.0	68.2	50.0	50.0
MAST1	49.0	120.9	50.0	50.0	87.6	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	107.4	50.0	50.0	50.0	50.0
HBB	107.5	50.0	181.5	50.0	50.0	50.0	150.0	123.6	50.0	157.5	176.6	103.0	92.3	175.2	50.0	50.0	149.6	50.7
217233_at	49.0	50.0	50.0	116.3	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
EZR	527.7	496.5	489.5	454.5	622.4	590.9	510.7	438.5	315.4	538.0	494.9	354.7	512.7	493.7	436.9	573.3	423.0	434.4
IGLL5	49.0	50.0	50.0	149.2	97.6	101.7	114.2	50.0	120.5	116.3	50.0	50.0	50.0	135.1	67.9	110.9	108.6	50.0
IGHV4-31	88.4	50.0	157.7	90.4	50.0	95.4	50.0	50.0	50.0	105.0	50.0	50.0	50.0	162.2	50.0	116.1	50.0	50.0
ADAM3B	49.0	50.0	50.0	50.0	109.5	155.7	50.0	50.0	50.0	49.0	94.2	50.0	50.0	50.0	50.0	67.0	74.0	50.0
ALDOB	109.4	50.0	50.0	158.2	50.0	50.0	50.0	130.7	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
LOC101930405	49.0	50.0	66.6	132.5	50.0	50.0	50.0	154.9	50.0	56.8	167.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
SIRPB1	66.9	50.0	50.0	50.0	50.0	50.0	50.0	50.0	131.3	133.4	50.0	50.0	50.0	50.0	50.0	157.7	77.3	81.5
ZNF154	71.8	70.2	66.0	50.0	50.0	53.1	50.0	50.0	50.0	78.7	104.6	50.0	50.0	50.0	74.4	50.0	50.0	50.0
217244_at	49.0	81.9	125.2	50.0	118.9	50.0	50.0	142.4	50.0	49.0	121.0	105.7	50.0	50.0	84.5	50.0	154.2	169.3
DIAPH2-AS1	49.0	50.0	134.8	60.7	147.1	132.3	61.9	50.0	71.0	49.0	50.0	50.0	50.0	50.0	58.7	50.0	50.0	144.5
DIAPH2	106.1	62.6	50.0	63.4	50.0	75.6	50.0	50.0	50.0	52.6	50.9	50.0	117.6	98.1	50.0	50.0	50.0	66.6
217247_at	49.0	89.5	116.5	50.0	65.0	50.5	50.0	118.5	87.2	52.6	74.8	50.0	80.0	50.0	50.0	50.0	50.0	50.0
SLC7A8	49.0	50.0	50.0	59.6	50.0	50.0	50.0	141.9	56.7	74.1	50.0	50.0	50.0	55.9	50.0	55.8	50.0	50.0
217249_x_at	606.9	550.8	559.7	642.3	598.5	799.9	736.4	783.1	719.4	631.1	544.1	1726.4	525.7	619.6	674.7	625.9	451.0	749.9
CHD5	82.9	81.9	50.0	50.0	50.0	50.0	50.0	50.0	92.8	119.2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	72.2
AF043583	49.0	50.0	50.0	50.0	50.0	50.0	63.5	51.1	50.0	49.0	50.0	59.3	61.0	50.0	172.1	50.0	70.1	50.0
U46752	49.0	50.0	50.0	133.6	50.0	213.9	50.0	50.0	50.0	78.2	50.0	50.0	50.0	73.0	50.0	50.0	98.1	54.6
SH3BP2	89.8	248.7	118.2	116.5	217.2	184.3	70.0	54.4	50.0	49.0	50.0	50.0	79.6	161.8	123.8	82.2	105.8	132.2
EPO	140.1	50.0	100.9	96.3	131.2	77.7	50.6	140.9	63.1	49.0	227.9	50.0	50.0	55.7	50.0	63.9	184.4	50.0
U46752	49.0	50.0	50.0	50.0	50.0	50.0	54.7	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
217256_x_at	2453.4	1952.3	1691.6	1725.8	1951.4	2032.9	1853.2	1709.8	2111.8	2784.9	2081.3	2659.7	2108.4	1857.8	1476.5	2154.5	1716.2	1834.9
SH3BP2	49.0	120.2	50.0	135.1	86.1	50.0	50.0	50.0	67.5	49.0	50.0	100.7	50.0	80.7	63.2	50.0	50.0	50.0
IGLV1-44	103.2	129.9	77.4	225.7	133.8	50.0	50.0	165.8	50.0	59.9	50.0	50.0	50.0	50.0	107.3	50.0	78.2	50.0
AL117549	49.0	50.0	50.0	50.0	56.0	50.0	50.0	56.2	50.0	49.0	50.0	50.0	53.6	50.0	50.0	65.3	50.0	50.0
LOC102723479	57.6	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	64.1	50.0	50.0	92.6	50.0	59.8	50.0
TTTY2B	49.0	50.0	50.0	95.2	64.6	50.0	50.0	126.9	50.0	80.1	122.1	87.8	72.5	50.0	73.9	50.0	50.0	50.0
CELSR1	49.0	50.0	63.6	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
LOC101928269	49.0	103.4	50.0	50.0	50.0	50.0	53.7	179.1	50.0	49.0	50.0	50.0	79.1	50.0	50.0	50.0	50.0	50.0
SCNN1A	49.0	251.4	50.0	119.3	50.0	74.1	50.0	50.0	75.3	49.0	288.6	50.7	50.0	144.4	50.0	50.0	100.2	50.0
217265_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
RPL15	388.9	398.3	246.3	393.1	277.1	419.6	374.4	440.8	318.5	384.1	396.4	301.7	407.8	481.9	241.3	434.9	240.2	363.1
RAB7A	49.0	50.0	50.0	50.0	50.0	50.0	50.0	110.4	50.0	49.0	64.5	50.0	50.0	50.0	50.0	50.0	50.0	50.0
RAB7A	49.0	50.0	50.0	79.0	52.3	64.5	50.0	50.0	84.4	49.0	50.0	50.0	76.9	92.7	50.0	50.0	50.0	79.4
TMPRSS15	189.1	119.3	237.5	254.4	285.4	507.4	174.8	245.7	119.0	162.7	181.7	304.1	247.7	318.1	276.3	223.2	330.0	318.7
DYRK1B	74.6	122.0	70.6	94.8	77.5	89.3	50.0	179.3	109.4	128.9	189.8	145.5	81.2	113.3	92.4	64.2	147.8	50.0
217271_at	96.1	50.0	50.0	58.0	54.2	50.0	50.0	59.8	50.0	49.0	80.5	50.0	50.0	78.5	50.0	95.9	50.0	59.3
SERPINB13	49.0	98.5	50.0	72.0	50.0	113.7	50.0	64.3	50.0	49.0	50.0	105.8	60.6	75.1	50.0	50.0	132.3	70.5
PRAMEF10	49.0	114.6	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	85.4	84.4	68.0	50.0	50.0	50.0	50.0	50.0
MYL4	69.6	50.0	145.0	127.5	50.0	76.8	57.2	50.0	50.0	69.0	50.0	106.2	96.2	85.6	62.3	146.6	167.9	142.2
TSSK2	49.0	50.0	50.0	50.0	50.0	56.6	50.0	50.0	50.0	49.0	50.0	50.0	50.0	81.3	50.0	50.0	50.0	50.0
SERHL2	49.0	50.0	50.0	131.7	50.0	87.7	50.0	50.0	50.0	49.0	166.2	50.0	50.0	116.0	50.0	50.0	50.0	50.0
217277_at	49.0	50.0	50.0	50.0	50.0	50.0	50.0	65.4	50.0	49.0	86.9	50.0	50.0	50.0	50.0	50.0	50.0	50.0
AF023203	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MMP14	68.3	50.0	211.8	50.0	50.0	86.2	73.3	50.0	50.0	49.0	50.0	96.0	50.0	139.0	133.0	105.6	107.5	74.2
GABRA5	160.1	142.4	134.0	152.5	126.8	133.2	72.4	217.5	119.7	131.2	158.9	56.3	118.2	50.0	123.8	83.7	69.3	126.6
LOC102725526	53.2	50.0	65.5	50.0	50.0	50.0	77.1	50.0	85.5	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
MAN1A2	49.0	50.0	50.0	50.0	50.0	50.0	51.5	88.5	50.0	49.0	87.8	50.0	50.0	50.0	50.0	50.0	50.0	50.0
AF023203	49.0	50.0	50.0	156.8	50.0	50.0	50.0	75.8	50.0	49.0	50.0	50.0	87.4	50.0	50.0	50.0	50.0	50.0
SERHL2	49.0	50.0	87.2	50.0	96.7	85.6	50.0	50.0	50.0	60.6	50.0	132.6	50.0	50.0	72.1	50.0	50.0	50.0
TSSK2	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	49.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
NDRG3	525.9	760.3	589.3	599.5	502.4	583.5	792.6	765.0	584.3	449.1	547.5	751.9	433.6	925.3	538.8	871.0	718.1	783.1
